,FIPS,STATE,AREA_NAME,stay at home,>50 gatherings,>500 gatherings,public schools,restaurant dine-in,entertainment/gym,federal guidelines,foreign travel ban,stay at home rollback,>50 gatherings rollback,>500 gatherings rollback,restaurant dine-in rollback,entertainment/gym rollback
166,26099,MI,macomb county,737508,737508,737508,737500,737500,737500,737500,737495,737542,NA,NA,737542,737542
167,26121,MI,muskegon county,737508,737508,737508,737500,737500,737500,737500,737495,737542,NA,NA,737542,737542
168,26125,MI,oakland county,737508,737508,737508,737500,737500,737500,737500,737495,737542,NA,NA,737542,737542
169,26139,MI,ottawa county,737508,737508,737508,737500,737500,737500,737500,737495,737542,NA,NA,737542,737542
170,26145,MI,saginaw county,737508,737508,737508,737500,737500,737500,737500,737495,737542,NA,NA,737542,737542
171,26147,MI,st. clair county,737508,737508,737508,737500,737500,737500,737500,737495,737542,NA,NA,737542,737542
172,26161,MI,washtenaw county,737508,737508,737508,737500,737500,737500,737500,737495,737542,NA,NA,737542,737542
173,26163,MI,wayne county,737508,737508,737508,737500,737500,737500,737500,737495,737542,NA,NA,737542,737542
174,27003,MN,anoka county,737511,737511,737511,737502,737501,737501,737500,737495,737560,737549,737549,NA,NA
175,27000_4,MN,"Minnesota Super-county, Cluster 5",737511,737511,737511,737502,737501,737501,737500,737495,737560,737549,737549,NA,NA
176,27000_0,MN,"Minnesota Super-county, Cluster 1",737511,737511,737511,737502,737501,737501,737500,737495,737560,737549,737549,NA,NA
177,27037,MN,dakota county,737511,737511,737511,737502,737501,737501,737500,737495,737560,737549,737549,NA,NA
178,27053,MN,hennepin county,737511,737511,737511,737502,737501,737501,737500,737495,737560,737549,737549,NA,NA
179,27123,MN,ramsey county,737511,737511,737511,737502,737501,737501,737500,737495,737560,737549,737549,NA,NA
180,28000_0,MS,"Mississippi Super-county, Cluster 1",737521,737509,737509,737504,737509,737509,737500,737495,737541,737577,737577,737546,737546
181,28000_4,MS,"Mississippi Super-county, Cluster 5",737521,737509,737509,737504,737509,737509,737500,737495,737541,737577,737577,737546,737546
182,28075,MS,lauderdale county,737515,737509,737509,737504,737509,737509,737500,737495,737541,737577,737577,737546,737546
183,28083,MS,leflore county,737521,737509,737509,737504,737509,737509,737500,737495,737541,737577,737577,737546,737546
184,28099,MS,neshoba county,737521,737509,737509,737504,737509,737509,737500,737495,737541,737577,737577,737546,737546
185,29000_0,MO,"Missouri Super-county, Cluster 1",737521,737505,737505,737503,737505,737521,737500,737495,NA,NA,NA,NA,NA
186,29000_1,MO,"Missouri Super-county, Cluster 2",737508,737505,737505,737503,737505,737521,737500,737495,NA,NA,NA,NA,NA
187,29183,MO,st. charles county,737521,737505,737505,737503,737505,737521,737500,737495,NA,NA,NA,NA,NA
188,29189,MO,st. louis county,737507,737505,737505,737503,737505,737521,737500,737495,NA,NA,NA,NA,NA
189,31000_0,NE,"Nebraska Super-county, Cluster 1",740000,737503,737503,737503,737519,737519,737500,737495,737592,NA,NA,737556,737556
190,31055,NE,douglas county,740000,737503,737503,737503,737519,737519,737500,737495,737592,NA,NA,737556,737556
191,32003,NV,clark county,737516,737508,737508,737500,737504,737504,737500,737495,737585,NA,NA,737547,737547
192,32031,NV,washoe county,737516,737508,737508,737500,737504,737504,737500,737495,737585,NA,NA,737547,737547
193,33011,NH,hillsborough county,737511,737508,737508,737500,737500,737511,737500,737495,NA,NA,NA,737560,737560
194,33015,NH,rockingham county,737511,737508,737508,737500,737500,737511,737500,737495,NA,NA,NA,737560,737560
195,34001,NJ,atlantic county,737505,737500,737500,737502,737500,737500,737500,737495,737584,NA,NA,737584,737584
196,34003,NJ,bergen county,737505,737500,737500,737502,737500,737500,737500,737495,737584,NA,NA,737584,737584
197,34005,NJ,burlington county,737505,737500,737500,737502,737500,737500,737500,737495,737584,NA,NA,737584,737584
198,34007,NJ,camden county,737505,737500,737500,737502,737500,737500,737500,737495,737584,NA,NA,737584,737584
199,34009,NJ,cape may county,737505,737500,737500,737502,737500,737500,737500,737495,737584,NA,NA,737584,737584
200,34011,NJ,cumberland county,737505,737500,737500,737502,737500,737500,737500,737495,737584,NA,NA,737584,737584
201,34013,NJ,essex county,737505,737500,737500,737502,737500,737500,737500,737495,737584,NA,NA,737584,737584
202,34015,NJ,gloucester county,737505,737500,737500,737502,737500,737500,737500,737495,737584,NA,NA,737584,737584
203,34017,NJ,hudson county,737505,737500,737500,737502,737500,737500,737500,737495,737584,NA,NA,737584,737584
204,34019,NJ,hunterdon county,737505,737500,737500,737502,737500,737500,737500,737495,737584,NA,NA,737584,737584
205,34021,NJ,mercer county,737505,737500,737500,737502,737500,737500,737500,737495,737584,NA,NA,737584,737584
206,34023,NJ,middlesex county,737505,737500,737500,737502,737500,737500,737500,737495,737584,NA,NA,737584,737584
207,34025,NJ,monmouth county,737505,737500,737500,737502,737500,737500,737500,737495,737584,NA,NA,737584,737584
208,34027,NJ,morris county,737505,737500,737500,737502,737500,737500,737500,737495,737584,NA,NA,737584,737584
209,34029,NJ,ocean county,737505,737500,737500,737502,737500,737500,737500,737495,737584,NA,NA,737584,737584
210,34031,NJ,passaic county,737505,737500,737500,737502,737500,737500,737500,737495,737584,NA,NA,737584,737584
211,34033,NJ,salem county,737505,737500,737500,737502,737500,737500,737500,737495,737584,NA,NA,737584,737584
212,34035,NJ,somerset county,737505,737500,737500,737502,737500,737500,737500,737495,737584,NA,NA,737584,737584
213,34037,NJ,sussex county,737505,737500,737500,737502,737500,737500,737500,737495,737584,NA,NA,737584,737584
214,34039,NJ,union county,737505,737500,737500,737502,737500,737500,737500,737495,737584,NA,NA,737584,737584
215,34041,NJ,warren county,737505,737500,737500,737502,737500,737500,737500,737495,737584,NA,NA,737584,737584
216,35001,NM,bernalillo county,737508,737502,737502,737500,737502,737502,737500,737495,737553,NA,NA,737553,737553
217,35031,NM,mckinley county,737508,737502,737502,737500,737502,737502,737500,737495,737553,NA,NA,737553,737553
218,35045,NM,san juan county,737508,737502,737502,737500,737502,737502,737500,737495,737553,NA,NA,737553,737553
219,36001,NY,albany county,737506,737500,737497,737502,737500,737500,737500,737495,NA,NA,NA,NA,NA
220,36000_4,NY,"New York Super-county, Cluster 5",737506,737500,737497,737502,737500,737500,737500,737495,NA,NA,NA,NA,NA
221,36007,NY,broome county,737506,737500,737497,737502,737500,737500,737500,737495,NA,NA,NA,NA,NA
222,36027,NY,dutchess county,737506,737500,737497,737502,737500,737500,737500,737495,NA,NA,NA,NA,NA
223,36029,NY,erie county,737506,737500,737497,737502,737500,737500,737500,737495,NA,NA,NA,NA,NA
224,36055,NY,monroe county,737506,737500,737497,737502,737500,737500,737500,737495,NA,NA,NA,NA,NA
225,36059,NY,nassau county,737506,737500,737497,737502,737500,737500,737500,737495,NA,NA,NA,NA,NA
226,36061,NY,new york county,737506,737500,737497,737502,737500,737500,737500,737495,NA,NA,NA,NA,NA
227,36063,NY,niagara county,737506,737500,737497,737502,737500,737500,737500,737495,NA,NA,NA,NA,NA
228,36065,NY,oneida county,737506,737500,737497,737502,737500,737500,737500,737495,NA,NA,NA,NA,NA
229,36067,NY,onondaga county,737506,737500,737497,737502,737500,737500,737500,737495,NA,NA,NA,NA,NA
230,36071,NY,orange county,737506,737500,737497,737502,737500,737500,737500,737495,NA,NA,NA,NA,NA
231,36073,NY,orleans county,737506,737500,737497,737502,737500,737500,737500,737495,NA,NA,NA,NA,NA
232,36079,NY,putnam county,737506,737500,737497,737502,737500,737500,737500,737495,NA,NA,NA,NA,NA
233,36000_1,NY,"New York Super-county, Cluster 2",737506,737500,737497,737502,737500,737500,737500,737495,NA,NA,NA,NA,NA
234,36087,NY,rockland county,737506,737500,737497,737502,737500,737500,737500,737495,NA,NA,NA,NA,NA
235,36103,NY,suffolk county,737506,737500,737497,737502,737500,737500,737500,737495,NA,NA,NA,NA,NA
236,36111,NY,ulster county,737506,737500,737497,737502,737500,737500,737500,737495,NA,NA,NA,NA,NA
237,36119,NY,westchester county,737506,737500,737497,737502,737500,737500,737500,737495,NA,NA,NA,NA,NA
238,37000_4,NC,"North Carolina Super-county, Cluster 5",737514,737507,737496,737500,737501,737507,737500,737495,737565,NA,NA,737549,737549
239,37000_0,NC,"North Carolina Super-county, Cluster 1",737514,737507,737496,737500,737501,737507,737500,737495,737565,NA,NA,737549,737549
240,37000_1,NC,"North Carolina Super-county, Cluster 2",737514,737507,737496,737500,737501,737507,737500,737495,737565,NA,NA,737549,737549
241,37063,NC,durham county,737514,737507,737496,737500,737501,737507,737500,737495,737565,NA,NA,737549,737549
242,37081,NC,guilford county,737514,737507,737496,737500,737501,737507,737500,737495,737565,NA,NA,737549,737549
243,37089,NC,henderson county,737514,737507,737496,737500,737501,737507,737500,737495,737565,NA,NA,737549,737549
244,37119,NC,mecklenburg county,737514,737507,737496,737500,737501,737507,737500,737495,737565,NA,NA,737549,737549
245,38017,ND,cass county,740000,740000,740000,737500,737503,737503,737500,737495,NA,737569,737569,737539,737539
246,39000_0,OH,"Ohio Super-county, Cluster 1",737507,737499,737499,737501,737499,737506,737500,737495,737595,NA,NA,NA,NA
247,39000_4,OH,"Ohio Super-county, Cluster 5",737507,737499,737499,737501,737499,737506,737500,737495,737595,NA,NA,NA,NA
248,39000_1,OH,"Ohio Super-county, Cluster 2",737507,737499,737499,737501,737499,737506,737500,737495,737595,NA,NA,NA,NA
249,39029,OH,columbiana county,737507,737499,737499,737501,737499,737506,737500,737495,737595,NA,NA,NA,NA
250,39035,OH,cuyahoga county,737507,737499,737499,737501,737499,737506,737500,737495,737595,NA,NA,NA,NA
251,39049,OH,franklin county,737507,737499,737499,737501,737499,737506,737500,737495,737595,NA,NA,NA,NA
252,39061,OH,hamilton county,737507,737499,737499,737501,737499,737506,737500,737495,737595,NA,NA,NA,NA
253,39093,OH,lorain county,737507,737499,737499,737501,737499,737506,737500,737495,737595,NA,NA,NA,NA
254,39095,OH,lucas county,737507,737499,737499,737501,737499,737506,737500,737495,737595,NA,NA,NA,NA
255,39099,OH,mahoning county,737507,737499,737499,737501,737499,737506,737500,737495,737595,NA,NA,NA,NA
256,39133,OH,portage county,737507,737499,737499,737501,737499,737506,737500,737495,737595,NA,NA,NA,NA
257,39151,OH,stark county,737507,737499,737499,737501,737499,737506,737500,737495,737595,NA,NA,NA,NA
258,39153,OH,summit county,737507,737499,737499,737501,737499,737506,737500,737495,737595,NA,NA,NA,NA
259,39155,OH,trumbull county,737507,737499,737499,737501,737499,737506,737500,737495,737595,NA,NA,NA,NA
260,39169,OH,wayne county,737507,737499,737499,737501,737499,737506,737500,737495,737595,NA,NA,NA,NA
261,39173,OH,wood county,737507,737499,737499,737501,737499,737506,737500,737495,737595,NA,NA,NA,NA
262,40000_0,OK,"Oklahoma Super-county, Cluster 1",740000,737513,737513,737501,737516,737516,737500,737495,737581,NA,NA,737553,737553
263,40109,OK,oklahoma county,740000,737513,737513,737501,737501,737501,737500,737495,737581,NA,NA,737553,737553
264,40143,OK,tulsa county,740000,737513,737513,737501,737516,737516,737500,737495,737581,NA,NA,737553,737553
265,41000_1,OR,"Oregon Super-county, Cluster 2",737507,737500,737500,737500,737501,737501,737500,737495,737554,NA,NA,NA,NA
266,41051,OR,multnomah county,737507,737500,737500,737500,737501,737501,737500,737495,737554,NA,NA,NA,NA
267,42000_4,PA,"Pennsylvania Super-county, Cluster 5",737516,737507,737507,737500,737501,737501,737500,737495,737549,NA,NA,NA,NA
268,42003,PA,allegheny county,737507,737507,737507,737500,737501,737501,737500,737495,737549,NA,NA,NA,NA
269,42007,PA,beaver county,737512,737507,737507,737500,737501,737501,737500,737495,737549,NA,NA,NA,NA
270,42011,PA,berks county,737511,737507,737507,737500,737501,737501,737500,737495,737549,NA,NA,NA,NA
271,42017,PA,bucks county,737507,737507,737507,737500,737501,737501,737500,737495,737549,NA,NA,NA,NA
272,42029,PA,chester county,737507,737507,737507,737500,737501,737501,737500,737495,737549,NA,NA,NA,NA
273,42041,PA,cumberland county,737516,737507,737507,737500,737501,737501,737500,737495,737549,NA,NA,NA,NA
274,42043,PA,dauphin county,737516,737507,737507,737500,737501,737501,737500,737495,737549,NA,NA,NA,NA
275,42045,PA,delaware county,737507,737507,737507,737500,737501,737501,737500,737495,737549,NA,NA,NA,NA
276,42055,PA,franklin county,737516,737507,737507,737500,737501,737501,737500,737495,737549,NA,NA,NA,NA
277,42069,PA,lackawanna county,737511,737507,737507,737500,737501,737501,737500,737495,737549,NA,NA,NA,NA
278,42071,PA,lancaster county,737511,737507,737507,737500,737501,737501,737500,737495,737549,NA,NA,NA,NA
279,42077,PA,lehigh county,737509,737507,737507,737500,737501,737501,737500,737495,737549,NA,NA,NA,NA
280,42079,PA,luzerne county,737511,737507,737507,737500,737501,737501,737500,737495,737549,NA,NA,NA,NA
281,42089,PA,monroe county,737507,737507,737507,737500,737501,737501,737500,737495,737549,NA,NA,NA,NA
282,42091,PA,montgomery county,737507,737507,737507,737500,737501,737501,737500,737495,737549,NA,NA,NA,NA
283,42095,PA,northampton county,737509,737507,737507,737500,737501,737501,737500,737495,737549,NA,NA,NA,NA
284,42101,PA,philadelphia county,737507,737507,737507,737500,737501,737501,737500,737495,737549,NA,NA,NA,NA
285,42133,PA,york county,737511,737507,737507,737500,737501,737501,737500,737495,737549,NA,NA,NA,NA
286,45000_4,SC,"South Carolina Super-county, Cluster 5",737522,737502,737502,737500,737502,737516,737500,737495,737546,737580,737580,NA,NA
287,45000_0,SC,"South Carolina Super-county, Cluster 1",737522,737502,737502,737500,737502,737516,737500,737495,737546,737580,737580,NA,NA
288,45000_1,SC,"South Carolina Super-county, Cluster 2",737522,737502,737502,737500,737502,737516,737500,737495,737546,737580,737580,NA,NA
289,45041,SC,florence county,737522,737502,737502,737500,737502,737516,737500,737495,737546,737580,737580,NA,NA
290,45045,SC,greenville county,737522,737502,737502,737500,737502,737516,737500,737495,737546,737580,737580,NA,NA
291,45051,SC,horry county,737522,737502,737502,737500,737502,737516,737500,737495,737546,737580,737580,NA,NA
292,45063,SC,lexington county,737522,737502,737502,737500,737502,737516,737500,737495,737546,737580,737580,NA,NA
293,45079,SC,richland county,737522,737502,737502,737500,737502,737516,737500,737495,737546,737580,737580,NA,NA
294,45083,SC,spartanburg county,737522,737502,737502,737500,737502,737516,737500,737495,737546,737580,737580,NA,NA
295,46099,SD,minnehaha county,740000,740000,740000,737500,737507,740000,737500,737495,NA,737546,737546,NA,NA
296,47000_0,TN,"Tennessee Super-county, Cluster 1",737515,737509,737509,737504,737507,737507,737500,737495,737560,NA,NA,737549,737549
297,47037,TN,davidson county,737509,737509,737509,737504,737507,737507,737500,737495,737560,NA,NA,737549,737549
298,47000_1,TN,"Tennessee Super-county, Cluster 2",737515,737509,737509,737504,737507,737507,737500,737495,737560,NA,NA,737549,737549
299,47157,TN,shelby county,737515,737509,737509,737504,737507,737507,737500,737495,737560,NA,NA,737549,737549
300,47165,TN,sumner county,737515,737509,737509,737504,737507,737507,737500,737495,737560,NA,NA,737549,737549
301,48000_0,TX,"Texas Super-county, Cluster 1",737517,737505,737498,737507,737503,737503,737500,737495,737581,NA,NA,737560,737560
302,48000_4,TX,"Texas Super-county, Cluster 5",737517,737505,737498,737507,737503,737503,737500,737495,737581,NA,NA,737560,737560
303,48000_1,TX,"Texas Super-county, Cluster 2",737508,737505,737498,737507,737503,737503,737500,737495,737581,NA,NA,737560,737560
304,48029,TX,bexar county,737508,737505,737498,737507,737503,737503,737500,737495,737581,NA,NA,737560,737560
305,48061,TX,cameron county,737517,737505,737498,737507,737503,737503,737500,737495,737581,NA,NA,737560,737560
306,48113,TX,dallas county,737507,737505,737498,737507,737503,737503,737500,737495,737581,NA,NA,737560,737560
307,48141,TX,el paso county,737508,737505,737498,737507,737503,737503,737500,737495,737581,NA,NA,737560,737560
308,48157,TX,fort bend county,737508,737505,737498,737507,737503,737503,737500,737495,737581,NA,NA,737560,737560
309,48201,TX,harris county,737508,737505,737498,737507,737503,737503,737500,737495,737581,NA,NA,737560,737560
310,48303,TX,lubbock county,737517,737505,737498,737507,737503,737503,737500,737495,737581,NA,NA,737560,737560
311,48439,TX,tarrant county,737508,737505,737498,737507,737503,737503,737500,737495,737581,NA,NA,737560,737560
312,48453,TX,travis county,737517,737505,737498,737507,737503,737503,737500,737495,737581,NA,NA,737560,737560
313,49035,UT,salt lake county,737514,737502,737496,737500,737502,737502,737500,737495,NA,NA,NA,NA,NA
314,51000_4,VA,"Virginia Super-county, Cluster 5",737514,737508,737508,737500,737507,737500,737500,737495,737558,NA,NA,737556,737556
315,51000_1,VA,"Virginia Super-county, Cluster 2",737514,737508,737508,737500,737507,737500,737500,737495,737558,NA,NA,737556,737556
316,51000_0,VA,"Virginia Super-county, Cluster 1",737514,737508,737508,737500,737507,737500,737500,737495,737558,NA,NA,737556,737556
317,51013,VA,arlington county,737514,737508,737508,737500,737507,737500,737500,737495,737558,NA,NA,737556,737556
318,51041,VA,chesterfield county,737514,737508,737508,737500,737507,737500,737500,737495,737558,NA,NA,737556,737556
319,51059,VA,fairfax county,737514,737508,737508,737500,737507,737500,737500,737495,737558,NA,NA,737556,737556
320,51087,VA,henrico county,737514,737508,737508,737500,737507,737500,737500,737495,737558,NA,NA,737556,737556
321,51107,VA,loudoun county,737514,737508,737508,737500,737507,737500,737500,737495,737558,NA,NA,737556,737556
322,51000_3,VA,"Virginia Super-county, Cluster 4",737514,737508,737508,737500,737507,737500,737500,737495,737558,NA,NA,737556,737556
323,51153,VA,prince william county,737514,737508,737508,737500,737507,737500,737500,737495,737558,NA,NA,737556,737556
324,51510,VA,alexandria city,737514,737508,737508,737500,737507,737500,737500,737495,737558,NA,NA,737556,737556
325,53005,WA,benton county,737507,737507,737495,737501,737501,737501,737500,737495,737592,NA,NA,737549,737549
326,53000_2,WA,"Washington Super-county, Cluster 3",737507,737507,737495,737501,737501,737501,737500,737495,737592,NA,NA,737549,737549
327,53000_1,WA,"Washington Super-county, Cluster 2",737507,737507,737495,737501,737501,737501,737500,737495,737592,NA,NA,737549,737549
328,53033,WA,king county,737507,737507,737495,737501,737501,737501,737500,737495,737592,NA,NA,737549,737549
329,53053,WA,pierce county,737507,737507,737495,737501,737501,737501,737500,737495,737592,NA,NA,737549,737549
330,53061,WA,snohomish county,737507,737507,737495,737501,737501,737501,737500,737495,737592,NA,NA,737549,737549
331,53077,WA,yakima county,737507,737507,737495,737501,737501,737501,737500,737495,737592,NA,NA,737549,737549
332,55000_0,WI,"Wisconsin Super-county, Cluster 1",737509,737501,737501,737502,737501,737501,737500,737495,NA,NA,NA,NA,NA
333,55000_1,WI,"Wisconsin Super-county, Cluster 2",737509,737501,737501,737502,737501,737501,737500,737495,NA,NA,NA,NA,NA
334,55000_4,WI,"Wisconsin Super-county, Cluster 5",737509,737501,737501,737502,737501,737501,737500,737495,NA,NA,NA,NA,NA
335,55079,WI,milwaukee county,737509,737501,737501,737502,737501,737501,737500,737495,NA,NA,NA,NA,NA
336,55101,WI,racine county,737509,737501,737501,737502,737501,737501,737500,737495,NA,NA,NA,NA,NA
