FIPS,Combined_Key,02/03/20,02/04/20,02/05/20,02/06/20,02/07/20,02/08/20,02/09/20,02/10/20,02/11/20,02/12/20,02/13/20,02/14/20,02/15/20,02/16/20,02/17/20,02/18/20,02/19/20,02/20/20,02/21/20,02/22/20,02/23/20,02/24/20,02/25/20,02/26/20,02/27/20,02/28/20,02/29/20,03/01/20,03/02/20,03/03/20,03/04/20,03/05/20,03/06/20,03/07/20,03/08/20,03/09/20,03/10/20,03/11/20,03/12/20,03/13/20,03/14/20,03/15/20,03/16/20,03/17/20,03/18/20,03/19/20,03/20/20,03/21/20,03/22/20,03/23/20,03/24/20,03/25/20,03/26/20,03/27/20,03/28/20,03/29/20,03/30/20,03/31/20,04/01/20,04/02/20,04/03/20,04/04/20,04/05/20,04/06/20,04/07/20
26000,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0664992131008573,3.0664992131008573,3.0664992131008573,3.0664992131008573,3.0664992131008573,3.0664992131008573,3.0664992131008573,3.0664992131008573,3.0664992131008573,3.0664992131008573,3.0664992131008573,3.0664992131008573,3.0664992131008573,3.0664992131008573,3.0664992131008573,3.0664992131008573,3.0664992131008573,3.0664992131008573,3.0664992131008573,3.0664992131008573,3.0664992131008573,3.0664992131008573,3.0664992131008573,2.724684048907464,2.724684048907464,2.724684048907464,2.724684048907464,2.724684048907464,2.724684048907464,2.724684048907464,2.724684048907464,2.269295616802592,2.269295616802592,2.269295616802592,2.269295616802592,2.269295616802592,2.269295616802592,2.269295616802592,2.269295616802592,2.269295616802592,2.269295616802592,2.269295616802592,2.269295616802592,2.269295616802592,2.269295616802592,2.269295616802592
27000,MN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28000,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.402292491392015,2.402292491392015,2.402292491392015,2.402292491392015,2.402292491392015,2.402292491392015,2.402292491392015,2.402292491392015,2.402292491392015,2.402292491392015,2.402292491392015,2.402292491392015,2.402292491392015,2.402292491392015,2.402292491392015,2.402292491392015,2.402292491392015,2.402292491392015,2.402292491392015,2.402292491392015,2.402292491392015,2.402292491392015,2.3055798025445515,2.3055798025445515,2.3055798025445515,2.3055798025445515,2.3055798025445515,2.0111102107946754,2.0111102107946754,2.0111102107946754,2.0111102107946754,2.0111102107946754,2.0111102107946754,1.7852376957754197,1.7852376957754197,1.7852376957754197,1.7852376957754197,1.7852376957754197,1.7852376957754197,1.7852376957754197,1.7852376957754197
29000,MO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.427876383432906,2.427876383432906,2.427876383432906,2.427876383432906,2.427876383432906,2.427876383432906,2.427876383432906,2.427876383432906,2.427876383432906,2.427876383432906,2.427876383432906,2.427876383432906,2.427876383432906,2.427876383432906,2.427876383432906,2.427876383432906,2.427876383432906,2.427876383432906,2.427876383432906,2.427876383432906,2.427876383432906,2.3321942167697576,2.3321942167697576,2.12310425307203,2.12310425307203,2.12310425307203,2.12310425307203,2.12310425307203,1.8769546692884305,1.8769546692884305,1.8769546692884305,1.8769546692884305,1.8769546692884305,1.8769546692884305,1.8769546692884305,1.8769546692884305,1.8769546692884305,1.8769546692884305,1.8769546692884305,1.8769546692884305,1.8769546692884305
30000,MT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31000,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32000,NV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33000,NH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3304988001861413,2.3304988001861413,2.3304988001861413,2.3304988001861413,2.3304988001861413,2.3304988001861413,2.3304988001861413,2.3304988001861413,2.1626848542643318,2.1626848542643318,2.1626848542643318,2.1626848542643318,2.1626848542643318,2.1626848542643318,2.1626848542643318,2.1626848542643318,2.0382316987953946,2.0382316987953946,2.0382316987953946,1.7989723299794935,1.7989723299794935,1.7989723299794935,1.7989723299794935,1.7989723299794935,1.7989723299794935,1.7989723299794935,1.7989723299794935,1.7989723299794935,1.7989723299794935,1.7989723299794935,1.7989723299794935
34000,NJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7537106607601807,3.7537106607601807,3.7537106607601807,3.7537106607601807,3.7537106607601807,3.7537106607601807,3.7537106607601807,3.7537106607601807,3.7537106607601807,3.7537106607601807,3.7537106607601807,3.7537106607601807,3.7537106607601807,3.7537106607601807,3.7537106607601807,3.7537106607601807,3.7537106607601807,3.7537106607601807,3.7537106607601807,3.7537106607601807,3.7537106607601807,3.7537106607601807,3.7537106607601807,3.7537106607601807,3.7537106607601807,3.2723140677303992,3.2723140677303992,3.1388835868402447,3.1388835868402447,3.1388835868402447,2.7730080424319863,2.7730080424319863,2.7730080424319863,2.7730080424319863,2.7730080424319863,2.7730080424319863,2.7730080424319863,2.7730080424319863,2.7730080424319863,2.7730080424319863,2.7730080424319863,2.7730080424319863,2.7730080424319863,2.7730080424319863,2.7730080424319863,2.7730080424319863,2.7730080424319863,2.7730080424319863
35000,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36000,NY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.752442188036489,3.752442188036489,3.752442188036489,3.752442188036489,3.752442188036489,3.752442188036489,3.752442188036489,3.752442188036489,3.752442188036489,3.752442188036489,3.752442188036489,3.752442188036489,3.752442188036489,3.752442188036489,3.752442188036489,3.752442188036489,3.752442188036489,3.752442188036489,3.752442188036489,3.752442188036489,3.752442188036489,3.752442188036489,3.752442188036489,3.752442188036489,3.752442188036489,3.752442188036489,3.752442188036489,3.656426283890189,3.656426283890189,3.656426283890189,3.2723431883615963,3.2723431883615963,3.137764369012844,3.137764369012844,3.137764369012844,3.137764369012844,2.7746445294227144,2.7746445294227144,2.7746445294227144,2.7746445294227144,2.7746445294227144,2.7746445294227144,2.7746445294227144,2.7746445294227144,2.7746445294227144,2.7746445294227144,2.7746445294227144,2.7746445294227144,2.7746445294227144,2.7746445294227144,2.7746445294227144,2.7746445294227144,2.7746445294227144
37000,NC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5060218675475814,2.5060218675475814,2.5060218675475814,2.5060218675475814,2.5060218675475814,2.5060218675475814,2.5060218675475814,2.5060218675475814,2.5060218675475814,2.5060218675475814,2.5060218675475814,2.44205440440131,2.44205440440131,2.44205440440131,2.44205440440131,2.3455856287031738,2.2664619875840257,2.2664619875840257,2.2664619875840257,2.2664619875840257,2.2664619875840257,2.2664619875840257,2.100958717829692,2.100958717829692,2.100958717829692,2.100958717829692,2.100958717829692,2.100958717829692,2.100958717829692,1.85564525294482,1.85564525294482,1.85564525294482,1.85564525294482,1.85564525294482,1.85564525294482,1.85564525294482,1.85564525294482,1.85564525294482
38000,ND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39000,OH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.649527547157021,2.649527547157021,2.649527547157021,2.649527547157021,2.649527547157021,2.649527547157021,2.649527547157021,2.649527547157021,2.649527547157021,2.649527547157021,2.649527547157021,2.649527547157021,2.649527547157021,2.649527547157021,2.649527547157021,2.649527547157021,2.649527547157021,2.649527547157021,2.649527547157021,2.649527547157021,2.4109642518275,2.4109642518275,2.3146847602453198,2.3146847602453198,2.3146847602453198,2.3146847602453198,2.3146847602453198,2.2207941821115957,1.9575101812553577,1.9575101812553577,1.9575101812553577,1.9575101812553577,1.9575101812553577,1.9575101812553577,1.9575101812553577,1.9575101812553577,1.9575101812553577,1.9575101812553577,1.9575101812553577,1.9575101812553577,1.9575101812553577,1.9575101812553577,1.9575101812553577,1.9575101812553577
40000,OK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41000,OR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42000,PA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.630395533864667,2.630395533864667,2.630395533864667,2.630395533864667,2.630395533864667,2.630395533864667,2.630395533864667,2.630395533864667,2.630395533864667,2.630395533864667,2.630395533864667,2.630395533864667,2.630395533864667,2.630395533864667,2.630395533864667,2.630395533864667,2.630395533864667,2.630395533864667,2.630395533864667,2.630395533864667,2.630395533864667,2.527215510858476,2.339610008930725,2.339610008930725,2.339610008930725,2.339610008930725,2.339610008930725,2.339610008930725,2.205178333774509,2.205178333774509,2.205178333774509,2.205178333774509,2.205178333774509,1.9535906917915868,1.9535906917915868,1.9535906917915868,1.9535906917915868,1.9535906917915868,1.9535906917915868,1.9535906917915868,1.9535906917915868,1.9535906917915868,1.9535906917915868,1.9535906917915868
44000,RI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45000,SC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0162191126840314,2.0162191126840314,2.0162191126840314,2.0162191126840314,2.0162191126840314,2.0162191126840314,2.0162191126840314,2.0162191126840314,2.0162191126840314,2.0162191126840314,2.0162191126840314,2.0162191126840314,2.0162191126840314,2.0162191126840314,2.0162191126840314,2.0162191126840314,2.0162191126840314,2.0162191126840314,2.0162191126840314,1.9350547250019527,1.9350547250019527,1.7590565519222106,1.7590565519222106,1.7590565519222106,1.7590565519222106,1.7590565519222106,1.7590565519222106,1.7590565519222106,1.7590565519222106,1.7590565519222106,1.7590565519222106,1.7590565519222106,1.7590565519222106,1.7590565519222106,1.7590565519222106,1.7590565519222106,1.7590565519222106,1.7590565519222106,1.7590565519222106,1.7590565519222106,1.7590565519222106,1.7590565519222106
46000,SD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47000,TN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.525587163058061,2.525587163058061,2.525587163058061,2.525587163058061,2.525587163058061,2.525587163058061,2.525587163058061,2.525587163058061,2.525587163058061,2.525587163058061,2.525587163058061,2.525587163058061,2.525587163058061,2.525587163058061,2.525587163058061,2.525587163058061,2.525587163058061,2.525587163058061,2.525587163058061,2.525587163058061,2.4241065415030545,2.4241065415030545,2.4241065415030545,2.2446481316537144,2.2446481316537144,2.1151979626584287,2.1151979626584287,2.1151979626584287,2.1151979626584287,2.1151979626584287,2.1151979626584287,1.8719357822324527,1.8719357822324527,1.8719357822324527,1.8719357822324527,1.8719357822324527,1.8719357822324527,1.8719357822324527,1.8719357822324527
48000,TX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6663584632111825,2.6663584632111825,2.6663584632111825,2.6663584632111825,2.6663584632111825,2.6663584632111825,2.6663584632111825,2.6663584632111825,2.6663584632111825,2.6663584632111825,2.6663584632111825,2.6663584632111825,2.6663584632111825,2.6663584632111825,2.6663584632111825,2.6663584632111825,2.6663584632111825,2.6663584632111825,2.6663584632111825,2.6663584632111825,2.597823316108771,2.597823316108771,2.597823316108771,2.597823316108771,2.597823316108771,2.406766624003697,2.406766624003697,2.3266190597509038,2.3266190597509038,2.2326324178891053,1.9708532276158293,1.9708532276158293,1.9708532276158293,1.9708532276158293,1.9708532276158293,1.9708532276158293,1.9708532276158293,1.9708532276158293,1.9708532276158293,1.9708532276158293,1.9708532276158293,1.9708532276158293,1.9708532276158293,1.9708532276158293,1.9708532276158293
49000,UT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50000,VT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51000,VA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5066074474122082,1.5066074474122082,1.5066074474122082,1.5066074474122082,1.5066074474122082,1.5066074474122082,1.5066074474122082,1.5066074474122082,1.5066074474122082,1.5066074474122082,1.5066074474122082,1.5066074474122082,1.5066074474122082,1.5066074474122082,1.5066074474122082,1.5066074474122082,1.5066074474122082,1.5066074474122082,1.5066074474122082,1.5066074474122082,1.3868892884497412,1.3868892884497412,1.3868892884497412,1.3868892884497412,1.3868892884497412,1.3868892884497412,1.3868892884497412,1.3399814012484417,1.2662978990669689,1.2662978990669689,1.2662978990669689,1.2662978990669689,1.2662978990669689,1.2662978990669689,1.136480490851511,1.136480490851511,1.136480490851511,1.136480490851511,1.136480490851511,1.136480490851511,1.136480490851511,1.136480490851511,1.136480490851511
53000,WA,1.8318394193944536,1.8318394193944536,1.8318394193944536,1.8318394193944536,1.8318394193944536,1.8318394193944536,1.8318394193944536,1.8318394193944536,1.8318394193944536,1.8318394193944536,1.8318394193944536,1.8318394193944536,1.8318394193944536,1.8318394193944536,1.8318394193944536,1.8318394193944536,1.8318394193944536,1.8318394193944536,1.8318394193944536,1.8318394193944536,1.8318394193944536,1.8318394193944536,1.8318394193944536,1.8318394193944536,1.8318394193944536,1.8318394193944536,1.8318394193944536,1.8318394193944536,1.8318394193944536,1.8318394193944536,1.8318394193944536,1.8318394193944536,1.8318394193944536,1.8318394193944536,1.8318394193944536,1.8318394193944536,1.8318394193944536,1.7855147188153142,1.7855147188153142,1.7855147188153142,1.7855147188153142,1.7855147188153142,1.7855147188153142,1.5882747945447349,1.5882747945447349,1.5882747945447349,1.5882747945447349,1.5882747945447349,1.5882747945447349,1.3617740117396124,1.3617740117396124,1.3617740117396124,1.3617740117396124,1.3617740117396124,1.3617740117396124,1.3617740117396124,1.3617740117396124,1.3617740117396124,1.3617740117396124,1.3617740117396124,1.3617740117396124,1.3617740117396124,1.3617740117396124,1.3617740117396124,1.3617740117396124
54000,WV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55000,WI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5790602359814123,2.5790602359814123,2.5790602359814123,2.5790602359814123,2.5790602359814123,2.5790602359814123,2.5790602359814123,2.5790602359814123,2.5790602359814123,2.5790602359814123,2.5790602359814123,2.5790602359814123,2.5790602359814123,2.5790602359814123,2.5790602359814123,2.5790602359814123,2.5790602359814123,2.5790602359814123,2.5790602359814123,2.5790602359814123,2.5790602359814123,2.2498416931969483,2.1597979139919734,2.1597979139919734,2.1597979139919734,2.1597979139919734,2.1597979139919734,2.1597979139919734,2.1597979139919734,1.9098667402766327,1.9098667402766327,1.9098667402766327,1.9098667402766327,1.9098667402766327,1.9098667402766327,1.9098667402766327,1.9098667402766327,1.9098667402766327,1.9098667402766327,1.9098667402766327,1.9098667402766327,1.9098667402766327,1.9098667402766327
56000,WY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72000,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA