FIPS,State,County
19111,Iowa,Lee County
19113,Iowa,Linn County
19115,Iowa,Louisa County
19117,Iowa,Lucas County
19119,Iowa,Lyon County
19121,Iowa,Madison County
19123,Iowa,Mahaska County
19125,Iowa,Marion County
19127,Iowa,Marshall County
19129,Iowa,Mills County
19131,Iowa,Mitchell County
19133,Iowa,Monona County
19135,Iowa,Monroe County
19137,Iowa,Montgomery County
19139,Iowa,Muscatine County
19141,Iowa,O'Brien County
19143,Iowa,Osceola County
19145,Iowa,Page County
19147,Iowa,Palo Alto County
19149,Iowa,Plymouth County
19151,Iowa,Pocahontas County
19153,Iowa,Polk County
19155,Iowa,Pottawattamie County
19157,Iowa,Poweshiek County
19159,Iowa,Ringgold County
19161,Iowa,Sac County
19163,Iowa,Scott County
19165,Iowa,Shelby County
19167,Iowa,Sioux County
19169,Iowa,Story County
19171,Iowa,Tama County
19173,Iowa,Taylor County
19175,Iowa,Union County
19177,Iowa,Van Buren County
19179,Iowa,Wapello County
19181,Iowa,Warren County
19183,Iowa,Washington County
19185,Iowa,Wayne County
19187,Iowa,Webster County
19189,Iowa,Winnebago County
19191,Iowa,Winneshiek County
19193,Iowa,Woodbury County
19195,Iowa,Worth County
19197,Iowa,Wright County
20001,Kansas,Allen County
20003,Kansas,Anderson County
20005,Kansas,Atchison County
20007,Kansas,Barber County
20009,Kansas,Barton County
20011,Kansas,Bourbon County
20013,Kansas,Brown County
20015,Kansas,Butler County
20017,Kansas,Chase County
20019,Kansas,Chautauqua County
20021,Kansas,Cherokee County
20023,Kansas,Cheyenne County
20025,Kansas,Clark County
20027,Kansas,Clay County
20029,Kansas,Cloud County
20031,Kansas,Coffey County
20033,Kansas,Comanche County
20035,Kansas,Cowley County
20037,Kansas,Crawford County
20039,Kansas,Decatur County
20041,Kansas,Dickinson County
20043,Kansas,Doniphan County
20045,Kansas,Douglas County
20047,Kansas,Edwards County
20049,Kansas,Elk County
20051,Kansas,Ellis County
20053,Kansas,Ellsworth County
20055,Kansas,Finney County
20057,Kansas,Ford County
20059,Kansas,Franklin County
20061,Kansas,Geary County
20063,Kansas,Gove County
20065,Kansas,Graham County
20067,Kansas,Grant County
20069,Kansas,Gray County
20071,Kansas,Greeley County
20073,Kansas,Greenwood County
20075,Kansas,Hamilton County
20077,Kansas,Harper County
20079,Kansas,Harvey County
20081,Kansas,Haskell County
20083,Kansas,Hodgeman County
20085,Kansas,Jackson County
20087,Kansas,Jefferson County
20089,Kansas,Jewell County
20091,Kansas,Johnson County
20093,Kansas,Kearny County
20095,Kansas,Kingman County
20097,Kansas,Kiowa County
20099,Kansas,Labette County
20101,Kansas,Lane County
20103,Kansas,Leavenworth County
20105,Kansas,Lincoln County
20107,Kansas,Linn County
20109,Kansas,Logan County
20111,Kansas,Lyon County
20113,Kansas,McPherson County
20115,Kansas,Marion County
20117,Kansas,Marshall County
20119,Kansas,Meade County
20121,Kansas,Miami County
20123,Kansas,Mitchell County
20125,Kansas,Montgomery County
20127,Kansas,Morris County
20129,Kansas,Morton County
20131,Kansas,Nemaha County
20133,Kansas,Neosho County
20135,Kansas,Ness County
20137,Kansas,Norton County
20139,Kansas,Osage County
20141,Kansas,Osborne County
20143,Kansas,Ottawa County
20145,Kansas,Pawnee County
20147,Kansas,Phillips County
20149,Kansas,Pottawatomie County
20151,Kansas,Pratt County
20153,Kansas,Rawlins County
20155,Kansas,Reno County
20157,Kansas,Republic County
20159,Kansas,Rice County
20161,Kansas,Riley County
20163,Kansas,Rooks County
20165,Kansas,Rush County
20167,Kansas,Russell County
20169,Kansas,Saline County
20171,Kansas,Scott County
20173,Kansas,Sedgwick County
20175,Kansas,Seward County
20177,Kansas,Shawnee County
20179,Kansas,Sheridan County
20181,Kansas,Sherman County
20183,Kansas,Smith County
20185,Kansas,Stafford County
20187,Kansas,Stanton County
20189,Kansas,Stevens County
20191,Kansas,Sumner County
20193,Kansas,Thomas County
20195,Kansas,Trego County
20197,Kansas,Wabaunsee County
20199,Kansas,Wallace County
20201,Kansas,Washington County
20203,Kansas,Wichita County
20205,Kansas,Wilson County
20207,Kansas,Woodson County
20209,Kansas,Wyandotte County
21001,Kentucky,Adair County
21003,Kentucky,Allen County
21005,Kentucky,Anderson County
21007,Kentucky,Ballard County
21009,Kentucky,Barren County
21011,Kentucky,Bath County
21013,Kentucky,Bell County
21015,Kentucky,Boone County
21017,Kentucky,Bourbon County
21019,Kentucky,Boyd County
21021,Kentucky,Boyle County
21023,Kentucky,Bracken County
21025,Kentucky,Breathitt County
21027,Kentucky,Breckinridge County
21029,Kentucky,Bullitt County
21031,Kentucky,Butler County
21033,Kentucky,Caldwell County
21035,Kentucky,Calloway County
21037,Kentucky,Campbell County
21039,Kentucky,Carlisle County
21041,Kentucky,Carroll County
21043,Kentucky,Carter County
21045,Kentucky,Casey County
21047,Kentucky,Christian County
21049,Kentucky,Clark County
21051,Kentucky,Clay County
21053,Kentucky,Clinton County
21055,Kentucky,Crittenden County
21057,Kentucky,Cumberland County
21059,Kentucky,Daviess County
21061,Kentucky,Edmonson County
21063,Kentucky,Elliott County
21065,Kentucky,Estill County
21067,Kentucky,Fayette County
21069,Kentucky,Fleming County
21071,Kentucky,Floyd County
21073,Kentucky,Franklin County
21075,Kentucky,Fulton County
21077,Kentucky,Gallatin County
21079,Kentucky,Garrard County
21081,Kentucky,Grant County
21083,Kentucky,Graves County
21085,Kentucky,Grayson County
21087,Kentucky,Green County
21089,Kentucky,Greenup County
21091,Kentucky,Hancock County
21093,Kentucky,Hardin County
21095,Kentucky,Harlan County
21097,Kentucky,Harrison County
21099,Kentucky,Hart County
21101,Kentucky,Henderson County
21103,Kentucky,Henry County
21105,Kentucky,Hickman County
21107,Kentucky,Hopkins County
21109,Kentucky,Jackson County
21111,Kentucky,Jefferson County
21113,Kentucky,Jessamine County
21115,Kentucky,Johnson County
21117,Kentucky,Kenton County
21119,Kentucky,Knott County
21121,Kentucky,Knox County
21123,Kentucky,Larue County
21125,Kentucky,Laurel County
21127,Kentucky,Lawrence County
21129,Kentucky,Lee County
21131,Kentucky,Leslie County
21133,Kentucky,Letcher County
21135,Kentucky,Lewis County
21137,Kentucky,Lincoln County
21139,Kentucky,Livingston County
21141,Kentucky,Logan County
21143,Kentucky,Lyon County
21145,Kentucky,McCracken County
21147,Kentucky,McCreary County
21149,Kentucky,McLean County
21151,Kentucky,Madison County
21153,Kentucky,Magoffin County
21155,Kentucky,Marion County
21157,Kentucky,Marshall County
21159,Kentucky,Martin County
21161,Kentucky,Mason County
21163,Kentucky,Meade County
21165,Kentucky,Menifee County
21167,Kentucky,Mercer County
21169,Kentucky,Metcalfe County
21171,Kentucky,Monroe County
21173,Kentucky,Montgomery County
21175,Kentucky,Morgan County
21177,Kentucky,Muhlenberg County
21179,Kentucky,Nelson County
21181,Kentucky,Nicholas County
21183,Kentucky,Ohio County
21185,Kentucky,Oldham County
21187,Kentucky,Owen County
21189,Kentucky,Owsley County
21191,Kentucky,Pendleton County
21193,Kentucky,Perry County
21195,Kentucky,Pike County
21197,Kentucky,Powell County
21199,Kentucky,Pulaski County
21201,Kentucky,Robertson County
21203,Kentucky,Rockcastle County
21205,Kentucky,Rowan County
21207,Kentucky,Russell County
21209,Kentucky,Scott County
21211,Kentucky,Shelby County
21213,Kentucky,Simpson County
21215,Kentucky,Spencer County
21217,Kentucky,Taylor County
21219,Kentucky,Todd County
21221,Kentucky,Trigg County
21223,Kentucky,Trimble County
21225,Kentucky,Union County
21227,Kentucky,Warren County
21229,Kentucky,Washington County
21231,Kentucky,Wayne County
21233,Kentucky,Webster County
21235,Kentucky,Whitley County
21237,Kentucky,Wolfe County
21239,Kentucky,Woodford County
22001,Louisiana,Acadia Parish
22003,Louisiana,Allen Parish
22005,Louisiana,Ascension Parish
22007,Louisiana,Assumption Parish
22009,Louisiana,Avoyelles Parish
22011,Louisiana,Beauregard Parish
22013,Louisiana,Bienville Parish
22015,Louisiana,Bossier Parish
22017,Louisiana,Caddo Parish
22019,Louisiana,Calcasieu Parish
22021,Louisiana,Caldwell Parish
22023,Louisiana,Cameron Parish
22025,Louisiana,Catahoula Parish
22027,Louisiana,Claiborne Parish
22029,Louisiana,Concordia Parish
22031,Louisiana,De Soto Parish
22033,Louisiana,East Baton Rouge Parish
22035,Louisiana,East Carroll Parish
22037,Louisiana,East Feliciana Parish
22039,Louisiana,Evangeline Parish
22041,Louisiana,Franklin Parish
22043,Louisiana,Grant Parish
22045,Louisiana,Iberia Parish
22047,Louisiana,Iberville Parish
22049,Louisiana,Jackson Parish
22051,Louisiana,Jefferson Parish
22053,Louisiana,Jefferson Davis Parish
22055,Louisiana,Lafayette Parish
22057,Louisiana,Lafourche Parish
22059,Louisiana,La Salle Parish
22061,Louisiana,Lincoln Parish
22063,Louisiana,Livingston Parish
22065,Louisiana,Madison Parish
22067,Louisiana,Morehouse Parish
22069,Louisiana,Natchitoches Parish
22071,Louisiana,Orleans Parish
22073,Louisiana,Ouachita Parish
22075,Louisiana,Plaquemines Parish
22077,Louisiana,Pointe Coupee Parish
22079,Louisiana,Rapides Parish
22081,Louisiana,Red River Parish
22083,Louisiana,Richland Parish
22085,Louisiana,Sabine Parish
22087,Louisiana,St. Bernard Parish
22089,Louisiana,St. Charles Parish
22091,Louisiana,St. Helena Parish
22093,Louisiana,St. James Parish
22095,Louisiana,St. John the Baptist Parish
22097,Louisiana,St. Landry Parish
22099,Louisiana,St. Martin Parish
22101,Louisiana,St. Mary Parish
22103,Louisiana,St. Tammany Parish
22105,Louisiana,Tangipahoa Parish
22107,Louisiana,Tensas Parish
22109,Louisiana,Terrebonne Parish
22111,Louisiana,Union Parish
22113,Louisiana,Vermilion Parish
22115,Louisiana,Vernon Parish
22117,Louisiana,Washington Parish
22119,Louisiana,Webster Parish
22121,Louisiana,West Baton Rouge Parish
22123,Louisiana,West Carroll Parish
22125,Louisiana,West Feliciana Parish
22127,Louisiana,Winn Parish
23001,Maine,Androscoggin County
23003,Maine,Aroostook County
23005,Maine,Cumberland County
23007,Maine,Franklin County
23009,Maine,Hancock County
23011,Maine,Kennebec County
23013,Maine,Knox County
23015,Maine,Lincoln County
23017,Maine,Oxford County
23019,Maine,Penobscot County
23021,Maine,Piscataquis County
23023,Maine,Sagadahoc County
23025,Maine,Somerset County
23027,Maine,Waldo County
23029,Maine,Washington County
23031,Maine,York County
24001,Maryland,Allegany County
24003,Maryland,Anne Arundel County
24005,Maryland,Baltimore County
24009,Maryland,Calvert County
24011,Maryland,Caroline County
24013,Maryland,Carroll County
24015,Maryland,Cecil County
24017,Maryland,Charles County
24019,Maryland,Dorchester County
24021,Maryland,Frederick County
24023,Maryland,Garrett County
24025,Maryland,Harford County
24027,Maryland,Howard County
24029,Maryland,Kent County
24031,Maryland,Montgomery County
24033,Maryland,Prince George's County
24035,Maryland,Queen Anne's County
24037,Maryland,St. Mary's County
24039,Maryland,Somerset County
24041,Maryland,Talbot County
24043,Maryland,Washington County
24045,Maryland,Wicomico County
24047,Maryland,Worcester County
24510,Maryland,Baltimore city
25001,Massachusetts,Barnstable County
25003,Massachusetts,Berkshire County
25005,Massachusetts,Bristol County
25007,Massachusetts,Dukes County
25009,Massachusetts,Essex County
25011,Massachusetts,Franklin County
25013,Massachusetts,Hampden County
25015,Massachusetts,Hampshire County
25017,Massachusetts,Middlesex County
25019,Massachusetts,Nantucket County
25021,Massachusetts,Norfolk County
25023,Massachusetts,Plymouth County
25025,Massachusetts,Suffolk County
25027,Massachusetts,Worcester County
26001,Michigan,Alcona County
26003,Michigan,Alger County
26005,Michigan,Allegan County
26007,Michigan,Alpena County
26009,Michigan,Antrim County
26011,Michigan,Arenac County
26013,Michigan,Baraga County
26015,Michigan,Barry County
26017,Michigan,Bay County
26019,Michigan,Benzie County
26021,Michigan,Berrien County
26023,Michigan,Branch County
26025,Michigan,Calhoun County
26027,Michigan,Cass County
26029,Michigan,Charlevoix County
26031,Michigan,Cheboygan County
26033,Michigan,Chippewa County
26035,Michigan,Clare County
26037,Michigan,Clinton County
26039,Michigan,Crawford County
26041,Michigan,Delta County
26043,Michigan,Dickinson County
26045,Michigan,Eaton County
26047,Michigan,Emmet County
26049,Michigan,Genesee County
26051,Michigan,Gladwin County
26053,Michigan,Gogebic County
26055,Michigan,Grand Traverse County
26057,Michigan,Gratiot County
26059,Michigan,Hillsdale County
26061,Michigan,Houghton County
26063,Michigan,Huron County
26065,Michigan,Ingham County
26067,Michigan,Ionia County
26069,Michigan,Iosco County
26071,Michigan,Iron County
26073,Michigan,Isabella County
26075,Michigan,Jackson County
26077,Michigan,Kalamazoo County
26079,Michigan,Kalkaska County
26081,Michigan,Kent County
26083,Michigan,Keweenaw County
26085,Michigan,Lake County
26087,Michigan,Lapeer County
26089,Michigan,Leelanau County
26091,Michigan,Lenawee County
26093,Michigan,Livingston County
26095,Michigan,Luce County
26097,Michigan,Mackinac County
26099,Michigan,Macomb County
26101,Michigan,Manistee County
26103,Michigan,Marquette County
26105,Michigan,Mason County
26107,Michigan,Mecosta County
26109,Michigan,Menominee County
26111,Michigan,Midland County
26113,Michigan,Missaukee County
26115,Michigan,Monroe County
26117,Michigan,Montcalm County
26119,Michigan,Montmorency County
26121,Michigan,Muskegon County
26123,Michigan,Newaygo County
26125,Michigan,Oakland County
26127,Michigan,Oceana County
26129,Michigan,Ogemaw County
26131,Michigan,Ontonagon County
26133,Michigan,Osceola County
26135,Michigan,Oscoda County
26137,Michigan,Otsego County
26139,Michigan,Ottawa County
26141,Michigan,Presque Isle County
26143,Michigan,Roscommon County
26145,Michigan,Saginaw County
26147,Michigan,St. Clair County
26149,Michigan,St. Joseph County
26151,Michigan,Sanilac County
26153,Michigan,Schoolcraft County
26155,Michigan,Shiawassee County
26157,Michigan,Tuscola County
26159,Michigan,Van Buren County
26161,Michigan,Washtenaw County
26163,Michigan,Wayne County
26165,Michigan,Wexford County
27001,Minnesota,Aitkin County
27003,Minnesota,Anoka County
27005,Minnesota,Becker County
27007,Minnesota,Beltrami County
27009,Minnesota,Benton County
27011,Minnesota,Big Stone County
27013,Minnesota,Blue Earth County
27015,Minnesota,Brown County
27017,Minnesota,Carlton County
27019,Minnesota,Carver County
27021,Minnesota,Cass County
27023,Minnesota,Chippewa County
27025,Minnesota,Chisago County
27027,Minnesota,Clay County
27029,Minnesota,Clearwater County
27031,Minnesota,Cook County
27033,Minnesota,Cottonwood County
27035,Minnesota,Crow Wing County
27037,Minnesota,Dakota County
27039,Minnesota,Dodge County
27041,Minnesota,Douglas County
27043,Minnesota,Faribault County
27045,Minnesota,Fillmore County
27047,Minnesota,Freeborn County
27049,Minnesota,Goodhue County
27051,Minnesota,Grant County
27053,Minnesota,Hennepin County
27055,Minnesota,Houston County
27057,Minnesota,Hubbard County
27059,Minnesota,Isanti County
27061,Minnesota,Itasca County
27063,Minnesota,Jackson County
27065,Minnesota,Kanabec County
27067,Minnesota,Kandiyohi County
27069,Minnesota,Kittson County
27071,Minnesota,Koochiching County
27073,Minnesota,Lac qui Parle County
27075,Minnesota,Lake County
27077,Minnesota,Lake of the Woods County
27079,Minnesota,Le Sueur County
27081,Minnesota,Lincoln County
27083,Minnesota,Lyon County
27085,Minnesota,McLeod County
27087,Minnesota,Mahnomen County
27089,Minnesota,Marshall County
27091,Minnesota,Martin County
27093,Minnesota,Meeker County
27095,Minnesota,Mille Lacs County
27097,Minnesota,Morrison County
27099,Minnesota,Mower County
27101,Minnesota,Murray County
27103,Minnesota,Nicollet County
27105,Minnesota,Nobles County
27107,Minnesota,Norman County
27109,Minnesota,Olmsted County
27111,Minnesota,Otter Tail County
27113,Minnesota,Pennington County
27115,Minnesota,Pine County
27117,Minnesota,Pipestone County
27119,Minnesota,Polk County
27121,Minnesota,Pope County
27123,Minnesota,Ramsey County
27125,Minnesota,Red Lake County
27127,Minnesota,Redwood County
27129,Minnesota,Renville County
27131,Minnesota,Rice County
27133,Minnesota,Rock County
27135,Minnesota,Roseau County
27137,Minnesota,St. Louis County
27139,Minnesota,Scott County
27141,Minnesota,Sherburne County
27143,Minnesota,Sibley County
27145,Minnesota,Stearns County
27147,Minnesota,Steele County
27149,Minnesota,Stevens County
27151,Minnesota,Swift County
27153,Minnesota,Todd County
27155,Minnesota,Traverse County
27157,Minnesota,Wabasha County
27159,Minnesota,Wadena County
27161,Minnesota,Waseca County
27163,Minnesota,Washington County
27165,Minnesota,Watonwan County
27167,Minnesota,Wilkin County
27169,Minnesota,Winona County
27171,Minnesota,Wright County
27173,Minnesota,Yellow Medicine County
28001,Mississippi,Adams County
28003,Mississippi,Alcorn County
28005,Mississippi,Amite County
28007,Mississippi,Attala County
28009,Mississippi,Benton County
28011,Mississippi,Bolivar County
28013,Mississippi,Calhoun County
28015,Mississippi,Carroll County
28017,Mississippi,Chickasaw County
28019,Mississippi,Choctaw County
28021,Mississippi,Claiborne County
28023,Mississippi,Clarke County
28025,Mississippi,Clay County
28027,Mississippi,Coahoma County
28029,Mississippi,Copiah County
28031,Mississippi,Covington County
28033,Mississippi,DeSoto County
28035,Mississippi,Forrest County
28037,Mississippi,Franklin County
28039,Mississippi,George County
28041,Mississippi,Greene County
28043,Mississippi,Grenada County
28045,Mississippi,Hancock County
28047,Mississippi,Harrison County
28049,Mississippi,Hinds County
28051,Mississippi,Holmes County
28053,Mississippi,Humphreys County
28055,Mississippi,Issaquena County
28057,Mississippi,Itawamba County
28059,Mississippi,Jackson County
28061,Mississippi,Jasper County
28063,Mississippi,Jefferson County
28065,Mississippi,Jefferson Davis County
28067,Mississippi,Jones County
28069,Mississippi,Kemper County
28071,Mississippi,Lafayette County
28073,Mississippi,Lamar County
28075,Mississippi,Lauderdale County
28077,Mississippi,Lawrence County
28079,Mississippi,Leake County
28081,Mississippi,Lee County
28083,Mississippi,Leflore County
28085,Mississippi,Lincoln County
28087,Mississippi,Lowndes County
28089,Mississippi,Madison County
28091,Mississippi,Marion County
28093,Mississippi,Marshall County
28095,Mississippi,Monroe County
28097,Mississippi,Montgomery County
28099,Mississippi,Neshoba County
28101,Mississippi,Newton County
28103,Mississippi,Noxubee County
28105,Mississippi,Oktibbeha County
28107,Mississippi,Panola County
28109,Mississippi,Pearl River County
28111,Mississippi,Perry County
28113,Mississippi,Pike County
28115,Mississippi,Pontotoc County
28117,Mississippi,Prentiss County
28119,Mississippi,Quitman County
28121,Mississippi,Rankin County
28123,Mississippi,Scott County
28125,Mississippi,Sharkey County
28127,Mississippi,Simpson County
28129,Mississippi,Smith County
28131,Mississippi,Stone County
28133,Mississippi,Sunflower County
28135,Mississippi,Tallahatchie County
28137,Mississippi,Tate County
28139,Mississippi,Tippah County
28141,Mississippi,Tishomingo County
28143,Mississippi,Tunica County
28145,Mississippi,Union County
28147,Mississippi,Walthall County
28149,Mississippi,Warren County
28151,Mississippi,Washington County
28153,Mississippi,Wayne County
28155,Mississippi,Webster County
28157,Mississippi,Wilkinson County
28159,Mississippi,Winston County
28161,Mississippi,Yalobusha County
28163,Mississippi,Yazoo County
29001,Missouri,Adair County
29003,Missouri,Andrew County
29005,Missouri,Atchison County
29007,Missouri,Audrain County
29009,Missouri,Barry County
29011,Missouri,Barton County
29013,Missouri,Bates County
29015,Missouri,Benton County
29017,Missouri,Bollinger County
29019,Missouri,Boone County
29021,Missouri,Buchanan County
29023,Missouri,Butler County
29025,Missouri,Caldwell County
29027,Missouri,Callaway County
29029,Missouri,Camden County
29031,Missouri,Cape Girardeau County
29033,Missouri,Carroll County
29035,Missouri,Carter County
29037,Missouri,Cass County
29039,Missouri,Cedar County
29041,Missouri,Chariton County
29043,Missouri,Christian County
29045,Missouri,Clark County
29047,Missouri,Clay County
29049,Missouri,Clinton County
29051,Missouri,Cole County
29053,Missouri,Cooper County
29055,Missouri,Crawford County
29057,Missouri,Dade County
29059,Missouri,Dallas County
29061,Missouri,Daviess County
29063,Missouri,DeKalb County
29065,Missouri,Dent County
29067,Missouri,Douglas County
29069,Missouri,Dunklin County
29071,Missouri,Franklin County
29073,Missouri,Gasconade County
29075,Missouri,Gentry County
29077,Missouri,Greene County
29079,Missouri,Grundy County
29081,Missouri,Harrison County
29083,Missouri,Henry County
29085,Missouri,Hickory County
29087,Missouri,Holt County
29089,Missouri,Howard County
29091,Missouri,Howell County
29093,Missouri,Iron County
29095,Missouri,Jackson County
29097,Missouri,Jasper County
29099,Missouri,Jefferson County
29101,Missouri,Johnson County
29103,Missouri,Knox County
29105,Missouri,Laclede County
29107,Missouri,Lafayette County
29109,Missouri,Lawrence County
29111,Missouri,Lewis County
29113,Missouri,Lincoln County
29115,Missouri,Linn County
29117,Missouri,Livingston County
29119,Missouri,McDonald County
29121,Missouri,Macon County
29123,Missouri,Madison County
29125,Missouri,Maries County
29127,Missouri,Marion County
29129,Missouri,Mercer County
29131,Missouri,Miller County
29133,Missouri,Mississippi County
29135,Missouri,Moniteau County
29137,Missouri,Monroe County
29139,Missouri,Montgomery County
29141,Missouri,Morgan County
29143,Missouri,New Madrid County
29145,Missouri,Newton County
29147,Missouri,Nodaway County
29149,Missouri,Oregon County
29151,Missouri,Osage County
29153,Missouri,Ozark County
29155,Missouri,Pemiscot County
29157,Missouri,Perry County
29159,Missouri,Pettis County
29161,Missouri,Phelps County
29163,Missouri,Pike County
29165,Missouri,Platte County
29167,Missouri,Polk County
29169,Missouri,Pulaski County
29171,Missouri,Putnam County
29173,Missouri,Ralls County
29175,Missouri,Randolph County
29177,Missouri,Ray County
29179,Missouri,Reynolds County
29181,Missouri,Ripley County
29183,Missouri,St. Charles County
29185,Missouri,St. Clair County
29186,Missouri,Ste. Genevieve County
29187,Missouri,St. Francois County
29189,Missouri,St. Louis County
29195,Missouri,Saline County
29197,Missouri,Schuyler County
29199,Missouri,Scotland County
29201,Missouri,Scott County
29203,Missouri,Shannon County
29205,Missouri,Shelby County
29207,Missouri,Stoddard County
29209,Missouri,Stone County
29211,Missouri,Sullivan County
29213,Missouri,Taney County
29215,Missouri,Texas County
29217,Missouri,Vernon County
29219,Missouri,Warren County
29221,Missouri,Washington County
29223,Missouri,Wayne County
29225,Missouri,Webster County
29227,Missouri,Worth County
29229,Missouri,Wright County
29510,Missouri,St. Louis city
30001,Montana,Beaverhead County
30003,Montana,Big Horn County
30005,Montana,Blaine County
30007,Montana,Broadwater County
30009,Montana,Carbon County
30011,Montana,Carter County
30013,Montana,Cascade County
30015,Montana,Chouteau County
30017,Montana,Custer County
30019,Montana,Daniels County
30021,Montana,Dawson County
30023,Montana,Deer Lodge County
30025,Montana,Fallon County
30027,Montana,Fergus County
30029,Montana,Flathead County
30031,Montana,Gallatin County
30033,Montana,Garfield County
30035,Montana,Glacier County
30037,Montana,Golden Valley County
30039,Montana,Granite County
30041,Montana,Hill County
30043,Montana,Jefferson County
30045,Montana,Judith Basin County
30047,Montana,Lake County
30049,Montana,Lewis and Clark County
30051,Montana,Liberty County
30053,Montana,Lincoln County
30055,Montana,McCone County
30057,Montana,Madison County
30059,Montana,Meagher County
30061,Montana,Mineral County
30063,Montana,Missoula County
30065,Montana,Musselshell County
30067,Montana,Park County
30069,Montana,Petroleum County
30071,Montana,Phillips County
30073,Montana,Pondera County
30075,Montana,Powder River County
30077,Montana,Powell County
30079,Montana,Prairie County
30081,Montana,Ravalli County
30083,Montana,Richland County
30085,Montana,Roosevelt County
30087,Montana,Rosebud County
30089,Montana,Sanders County
30091,Montana,Sheridan County
30093,Montana,Silver Bow County
30095,Montana,Stillwater County
30097,Montana,Sweet Grass County
30099,Montana,Teton County
30101,Montana,Toole County
30103,Montana,Treasure County
30105,Montana,Valley County
30107,Montana,Wheatland County
30109,Montana,Wibaux County
30111,Montana,Yellowstone County
31001,Nebraska,Adams County
31003,Nebraska,Antelope County
31005,Nebraska,Arthur County
31007,Nebraska,Banner County
31009,Nebraska,Blaine County
31011,Nebraska,Boone County
31013,Nebraska,Box Butte County
31015,Nebraska,Boyd County
31017,Nebraska,Brown County
31019,Nebraska,Buffalo County
31021,Nebraska,Burt County
31023,Nebraska,Butler County
31025,Nebraska,Cass County
