FIPS,State,Area_Name,POP_ESTIMATE_2018,total_state_pop,"Active Physicians per 100,000 Population, 2018 (AAMC)","Total Active Patient Care Physicians per 100,000 Population, 2018 (AAMC)","Active Primary Care Physicians per 100,000 Population, 2018 (AAMC)","Active Patient Care Primary Care Physicians per 100,000 Population, 2018 (AAMC)","Active General Surgeons per 100,000 Population, 2018 (AAMC)","Active Patient Care General Surgeons per 100,000 Population, 2018 (AAMC)","Percentage of Active Physicians Who Are Female, 2018 (AAMC)","Percentage of Active Physicians Who Are International Medical Graduates (IMGs), 2018 (AAMC)","Percentage of Active Physicians Who Are Age 60 or Older, 2018 (AAMC)","MD and DO Student Enrollment per 100,000 Population, AY 2018-2019 (AAMC)","Student Enrollment at Public MD and DO Schools per 100,000 Population, AY 2018-2019 (AAMC)","Percentage Change in Student Enrollment at MD and DO Schools, 2008-2018 (AAMC)","Percentage of MD Students Matriculating In-State, AY 2018-2019 (AAMC)","Total Residents/Fellows in ACGME Programs per 100,000 Population as of December 31, 2018 (AAMC)","Total Residents/Fellows in Primary Care ACGME Programs per 100,000 Population as of Dec. 31, 2018 (AAMC)","Percentage of Residents in ACGME Programs Who Are IMGs as of December 31, 2018 (AAMC)","Ratio of Residents and Fellows (GME) to Medical Students (UME), AY 2017-2018 (AAMC)","Percent Change in Residents and Fellows in ACGME-Accredited Programs, 2008-2018 (AAMC)","Percentage of Physicians Retained in State from Undergraduate Medical Education (UME), 2018 (AAMC)",All Specialties (AAMC),Allergy & Immunology (AAMC),Anatomic/Clinical Pathology (AAMC),Anesthesiology (AAMC),Cardiovascular Disease (AAMC),Child & Adolescent Psychiatry** (AAMC),Critical Care Medicine (AAMC),Dermatology (AAMC),Emergency Medicine (AAMC),"Endocrinology, Diabetes & Metabolism (AAMC)",Family Medicine/General Practice (AAMC),Gastroenterology (AAMC),General Surgery (AAMC),Geriatric Medicine*** (AAMC),Hematology & Oncology (AAMC),Infectious Disease (AAMC),Internal Medicine (AAMC),Internal Medicine/Pediatrics (AAMC),Interventional Cardiology (AAMC),Neonatal-Perinatal Medicine (AAMC),Nephrology (AAMC),Neurological Surgery (AAMC),Neurology (AAMC),Neuroradiology (AAMC),Obstetrics & Gynecology (AAMC),Ophthalmology (AAMC),Orthopedic Surgery (AAMC),Otolaryngology (AAMC),Pain Medicine & Pain Management (AAMC),Pediatrics** (AAMC),Physical Medicine & Rehabilitation (AAMC),Plastic Surgery (AAMC),Preventive Medicine (AAMC),Psychiatry (AAMC),Pulmonary Disease (AAMC),Radiation Oncology (AAMC),Radiology & Diagnostic Radiology (AAMC),Rheumatology (AAMC),Sports Medicine (AAMC),Thoracic Surgery (AAMC),Urology (AAMC),Vascular & Interventional Radiology (AAMC),Vascular Surgery (AAMC),State/Local Government hospital beds per 1000 people (2019),Non-profit hospital beds per 1000 people (2019),For-profit hospital beds per 1000 people (2019),Total hospital beds per 1000 people (2019),Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Pediatrics Primary Care (2019),Obstetrics & Gynecology Primary Care (2019),Geriatrics Primary Care (2019),Total Primary Care Physicians (2019),Psychiatry specialists (2019),Surgery specialists (2019),Anesthesiology specialists (2019),Emergency Medicine specialists (2019),Radiology specialists (2019),Cardiology specialists (2019),Oncology (Cancer) specialists (2019),"Endocrinology, Diabetes, and Metabolism specialists (2019)",All Other Specialties specialists (2019),Total Specialist Physicians (2019),ICU Beds,pop_fraction
25000,MA,Massachusetts,6902149,13804298,449.5,353.7,134.3,114.6,9.6,7.3,42.40%,24.00%,30.80%,46.0,9.8,12.60%,35.10%,83.0,23.4,20.70%,1.8,8.50%,29.50%,31025.0,195.0,563.0,1210.0,867.0,456.0,532.0,451.0,1247.0,431.0,1731.0,531.0,660.0,235.0,783.0,525.0,4997.0,210.0,127.0,178.0,408.0,143.0,670.0,161.0,1042.0,596.0,475.0,260.0,158.0,2044.0,207.0,174.0,204.0,1850.0,184.0,181.0,906.0,280.0,71.0,143.0,279.0,137.0,133.0,0.0,1.8,0.4,2.3,6264.0,2166.0,75.0,9193.0,1971.0,3163.0,1430.0,27.0,15784.0,2878.0,1903.0,1783.0,1735.0,2010.0,1637.0,1176.0,497.0,7103.0,20722.0,,0.5
26000,MI,Michigan,9995915,19991830,287.0,249.7,97.8,87.6,7.9,6.7,35.00%,29.20%,31.60%,52.9,49.9,56.10%,71.50%,69.0,23.6,26.80%,1.4,49.50%,43.40%,28692.0,152.0,359.0,1012.0,624.0,238.0,396.0,331.0,1621.0,208.0,4093.0,379.0,788.0,172.0,445.0,267.0,3632.0,308.0,174.0,119.0,317.0,172.0,404.0,137.0,1291.0,613.0,516.0,241.0,169.0,1560.0,373.0,178.0,176.0,928.0,120.0,168.0,837.0,167.0,89.0,131.0,281.0,105.0,136.0,0.1,2.2,0.3,2.5,4420.0,3783.0,144.0,7415.0,6023.0,2640.0,2384.0,54.0,18516.0,1567.0,2099.0,1585.0,3339.0,1929.0,1095.0,685.0,239.0,7765.0,20303.0,,0.5
27000,MN,Minnesota,5611179,11222358,302.7,265.0,104.9,96.0,7.4,6.6,37.20%,17.20%,27.90%,24.2,18.1,29.70%,54.30%,41.9,13.4,17.50%,1.7,7.00%,52.00%,16984.0,74.0,232.0,579.0,416.0,142.0,270.0,209.0,770.0,138.0,2991.0,272.0,416.0,100.0,324.0,150.0,1719.0,187.0,75.0,63.0,182.0,88.0,291.0,128.0,691.0,286.0,375.0,151.0,75.0,883.0,195.0,96.0,133.0,581.0,67.0,94.0,743.0,107.0,90.0,76.0,166.0,80.0,70.0,0.3,2.2,,2.5,2880.0,1812.0,127.0,3215.0,3506.0,1265.0,778.0,24.0,8788.0,854.0,993.0,689.0,939.0,999.0,682.0,425.0,167.0,3635.0,9383.0,,0.5
28000,MS,Mississippi,2986530,5973060,191.3,174.8,65.9,61.2,7.1,6.7,27.20%,15.40%,33.70%,35.0,21.1,135.10%,85.10%,26.1,10.9,19.00%,0.7,58.20%,53.20%,5714.0,30.0,95.0,240.0,138.0,45.0,62.0,67.0,305.0,45.0,884.0,110.0,213.0,26.0,80.0,38.0,652.0,55.0,41.0,37.0,91.0,49.0,87.0,19.0,320.0,129.0,154.0,78.0,51.0,345.0,32.0,53.0,26.0,171.0,35.0,41.0,186.0,37.0,10.0,42.0,84.0,28.0,29.0,1.6,1.6,0.8,4.0,2086.0,107.0,99.0,1179.0,1097.0,525.0,412.0,3.0,3216.0,267.0,400.0,282.0,376.0,314.0,188.0,120.0,48.0,1386.0,3381.0,,0.5
29000,MO,Missouri,6126452,12252904,273.1,236.3,86.6,79.0,7.0,6.3,34.20%,20.90%,30.20%,71.3,15.0,14.80%,67.40%,49.4,15.7,19.50%,0.7,17.80%,21.30%,16732.0,99.0,229.0,733.0,439.0,154.0,362.0,200.0,725.0,158.0,2112.0,277.0,428.0,112.0,282.0,168.0,1876.0,128.0,92.0,140.0,224.0,133.0,260.0,60.0,727.0,326.0,381.0,182.0,69.0,1067.0,152.0,110.0,86.0,604.0,82.0,104.0,528.0,110.0,54.0,91.0,178.0,72.0,70.0,0.4,2.2,0.4,3.1,3417.0,665.0,122.0,3811.0,2736.0,1739.0,1083.0,41.0,9410.0,1030.0,1115.0,1114.0,1092.0,1099.0,674.0,422.0,181.0,4138.0,10865.0,,0.5
30000,MT,Montana,1062305,2124610,247.1,236.2,91.5,88.0,9.8,9.4,31.50%,5.80%,35.00%,,,,,7.7,7.6,24.40%,,331.60%,,2625.0,13.0,30.0,153.0,45.0,22.0,30.0,29.0,169.0,13.0,571.0,32.0,104.0,,37.0,14.0,263.0,22.0,11.0,14.0,17.0,26.0,35.0,,117.0,55.0,86.0,33.0,,106.0,26.0,20.0,14.0,81.0,13.0,20.0,76.0,18.0,,20.0,32.0,15.0,10.0,0.1,3.0,0.2,3.3,504.0,391.0,56.0,344.0,587.0,125.0,116.0,2.0,1174.0,104.0,129.0,146.0,124.0,110.0,56.0,31.0,7.0,445.0,1152.0,,0.5
31000,NE,Nebraska,1929268,3858536,239.2,214.5,88.2,80.3,6.8,6.2,32.90%,14.80%,28.80%,61.7,28.1,18.90%,87.00%,42.2,17.2,29.40%,0.7,23.10%,27.10%,4614.0,28.0,91.0,242.0,107.0,40.0,62.0,37.0,160.0,38.0,925.0,67.0,131.0,25.0,67.0,46.0,443.0,29.0,24.0,22.0,40.0,33.0,65.0,13.0,209.0,97.0,125.0,64.0,24.0,279.0,35.0,32.0,13.0,138.0,20.0,32.0,155.0,31.0,,19.0,51.0,22.0,29.0,0.5,2.9,0.1,3.6,1045.0,822.0,93.0,894.0,1260.0,441.0,284.0,3.0,2882.0,270.0,326.0,325.0,214.0,264.0,163.0,102.0,35.0,1046.0,2745.0,,0.5
32000,NV,Nevada,3034392,6068784,213.5,185.8,72.3,65.0,5.6,5.0,29.10%,27.30%,29.60%,32.6,13.2,35.30%,73.20%,21.4,12.4,26.20%,0.6,155.90%,41.60%,6478.0,22.0,66.0,403.0,137.0,40.0,54.0,65.0,384.0,51.0,824.0,84.0,169.0,57.0,78.0,34.0,957.0,22.0,34.0,36.0,89.0,32.0,87.0,21.0,305.0,119.0,148.0,48.0,75.0,332.0,80.0,49.0,38.0,196.0,37.0,35.0,195.0,27.0,21.0,24.0,59.0,28.0,12.0,0.2,0.7,1.3,2.1,841.0,529.0,44.0,1411.0,901.0,424.0,323.0,6.0,3065.0,283.0,289.0,388.0,386.0,262.0,185.0,86.0,36.0,1171.0,3086.0,,0.5
33000,NH,New Hampshire,1356458,2712916,315.1,287.6,105.9,99.6,9.7,8.6,36.50%,17.80%,31.90%,31.2,,24.00%,17.80%,30.9,6.9,16.70%,1.0,9.70%,10.50%,4274.0,19.0,56.0,195.0,106.0,51.0,76.0,52.0,234.0,26.0,582.0,75.0,132.0,27.0,80.0,36.0,530.0,28.0,14.0,16.0,30.0,23.0,65.0,15.0,181.0,72.0,123.0,41.0,26.0,266.0,34.0,25.0,52.0,184.0,21.0,24.0,141.0,40.0,,23.0,64.0,15.0,33.0,,1.7,0.3,2.1,1014.0,521.0,28.0,869.0,581.0,328.0,218.0,6.0,2002.0,280.0,245.0,224.0,234.0,182.0,149.0,91.0,31.0,802.0,2238.0,,0.5
34000,NJ,New Jersey,8908520,17817040,306.5,271.0,97.7,87.5,7.6,6.7,36.80%,38.20%,36.60%,30.5,29.8,43.20%,45.10%,37.7,17.4,47.90%,1.4,21.30%,33.50%,27305.0,183.0,360.0,1422.0,943.0,293.0,298.0,363.0,1010.0,294.0,2099.0,576.0,674.0,201.0,498.0,348.0,4116.0,79.0,128.0,201.0,365.0,124.0,405.0,84.0,1363.0,578.0,556.0,256.0,217.0,2197.0,463.0,245.0,118.0,1133.0,226.0,146.0,757.0,183.0,87.0,124.0,346.0,91.0,136.0,,2.1,0.3,2.4,5517.0,1862.0,82.0,7070.0,2708.0,3164.0,1831.0,61.0,14834.0,1661.0,1471.0,1605.0,1533.0,1252.0,1232.0,588.0,325.0,6001.0,15668.0,,0.5
35000,NM,New Mexico,2095428,4190856,244.8,213.8,91.1,82.1,7.7,7.3,38.40%,19.30%,38.50%,44.2,21.5,187.00%,71.00%,29.1,11.1,21.50%,0.7,14.40%,38.00%,5129.0,15.0,81.0,194.0,94.0,66.0,65.0,51.0,319.0,38.0,938.0,75.0,162.0,42.0,70.0,50.0,562.0,14.0,13.0,35.0,60.0,24.0,69.0,17.0,221.0,80.0,117.0,52.0,26.0,353.0,47.0,24.0,54.0,243.0,24.0,23.0,138.0,39.0,11.0,21.0,47.0,18.0,14.0,0.3,0.7,0.7,1.8,1022.0,532.0,41.0,979.0,1135.0,531.0,285.0,6.0,2936.0,383.0,259.0,263.0,390.0,228.0,143.0,88.0,46.0,1094.0,2894.0,,0.5
36000,NY,New York,19542209,39084418,375.1,304.1,112.9,94.8,10.2,7.4,38.90%,37.00%,34.80%,58.2,15.6,33.40%,67.00%,88.8,33.1,37.60%,1.6,9.00%,35.90%,73298.0,397.0,962.0,3363.0,2218.0,1123.0,1060.0,1047.0,2777.0,760.0,4707.0,1431.0,1985.0,653.0,1526.0,973.0,11103.0,278.0,299.0,456.0,973.0,366.0,1297.0,344.0,3292.0,1671.0,1148.0,723.0,437.0,5235.0,1000.0,594.0,384.0,4677.0,513.0,364.0,2184.0,512.0,118.0,330.0,801.0,244.0,335.0,0.5,2.2,,2.7,12611.0,8893.0,166.0,20720.0,6480.0,8600.0,4720.0,72.0,40592.0,6759.0,4293.0,4262.0,4560.0,3999.0,3149.0,2213.0,902.0,18771.0,48908.0,,0.5
37000,NC,North Carolina,10383620,20767240,255.0,223.5,86.2,78.1,7.1,6.2,35.60%,15.70%,28.60%,28.2,11.4,47.40%,57.10%,35.6,11.9,10.50%,1.3,27.20%,38.20%,26481.0,135.0,322.0,970.0,625.0,304.0,373.0,362.0,1375.0,221.0,3484.0,477.0,741.0,187.0,515.0,274.0,3202.0,240.0,109.0,154.0,334.0,165.0,364.0,130.0,1290.0,533.0,593.0,321.0,150.0,1823.0,265.0,189.0,171.0,1099.0,147.0,164.0,801.0,177.0,92.0,141.0,334.0,103.0,127.0,0.6,1.3,0.1,2.1,4717.0,4242.0,112.0,5055.0,4024.0,2568.0,1691.0,62.0,13400.0,1576.0,1589.0,1133.0,1661.0,1310.0,940.0,606.0,213.0,5951.0,14979.0,,0.5
38000,ND,North Dakota,760077,1520154,237.6,217.1,87.0,79.6,10.5,9.7,30.30%,26.10%,28.50%,40.8,40.8,25.00%,90.60%,19.9,11.7,46.40%,0.5,34.80%,33.70%,1806.0,,35.0,76.0,30.0,21.0,23.0,20.0,87.0,10.0,396.0,21.0,80.0,,34.0,14.0,171.0,,13.0,16.0,24.0,21.0,19.0,,73.0,32.0,49.0,14.0,,83.0,14.0,13.0,,65.0,,12.0,62.0,12.0,,11.0,20.0,11.0,,,4.2,0.1,4.3,457.0,227.0,39.0,351.0,587.0,110.0,60.0,4.0,1112.0,134.0,149.0,74.0,66.0,104.0,35.0,31.0,14.0,296.0,903.0,,0.5
39000,OH,Ohio,11689442,23378884,292.7,248.6,93.7,83.7,8.3,7.1,34.90%,25.10%,28.90%,46.3,37.8,22.80%,74.50%,58.5,20.2,22.30%,1.3,25.90%,40.20%,34217.0,159.0,471.0,1414.0,832.0,300.0,528.0,385.0,1681.0,265.0,4231.0,509.0,976.0,190.0,570.0,316.0,4152.0,263.0,147.0,236.0,384.0,226.0,487.0,124.0,1459.0,647.0,697.0,330.0,221.0,2085.0,340.0,215.0,220.0,1142.0,179.0,214.0,1002.0,224.0,162.0,205.0,365.0,119.0,172.0,0.3,2.4,0.2,2.8,6039.0,2236.0,194.0,7906.0,5406.0,3993.0,2192.0,94.0,19591.0,1770.0,2444.0,1987.0,2878.0,1942.0,1484.0,878.0,303.0,9096.0,22782.0,,0.5
40000,OK,Oklahoma,3943079,7886158,206.7,189.1,73.9,68.5,6.2,5.8,29.90%,18.30%,33.80%,29.0,29.0,13.10%,82.20%,29.1,12.0,18.00%,1.2,52.90%,48.20%,8151.0,25.0,93.0,425.0,181.0,63.0,92.0,82.0,342.0,55.0,1590.0,122.0,244.0,31.0,115.0,43.0,756.0,68.0,61.0,53.0,92.0,69.0,108.0,23.0,356.0,159.0,199.0,82.0,52.0,467.0,53.0,42.0,55.0,317.0,41.0,44.0,261.0,47.0,30.0,40.0,102.0,32.0,19.0,0.5,1.5,0.8,2.8,1131.0,1288.0,125.0,1319.0,2260.0,704.0,514.0,13.0,4810.0,435.0,448.0,526.0,582.0,417.0,232.0,145.0,46.0,1831.0,4662.0,,0.5
41000,OR,Oregon,4190713,8381426,303.4,271.5,109.4,101.0,9.2,8.3,39.30%,11.50%,29.10%,15.6,15.6,23.70%,55.40%,24.2,9.9,6.80%,1.7,26.80%,44.90%,12714.0,34.0,138.0,653.0,200.0,122.0,172.0,158.0,778.0,87.0,1966.0,183.0,387.0,79.0,192.0,83.0,1756.0,47.0,40.0,58.0,118.0,86.0,193.0,46.0,593.0,284.0,273.0,140.0,58.0,731.0,104.0,80.0,110.0,535.0,44.0,77.0,345.0,75.0,31.0,55.0,130.0,48.0,52.0,0.2,1.4,0.1,1.6,2101.0,1158.0,61.0,2569.0,1978.0,811.0,613.0,16.0,5987.0,653.0,717.0,688.0,726.0,515.0,275.0,208.0,84.0,2296.0,6162.0,,0.5
42000,PA,Pennsylvania,12807060,25614120,320.5,273.3,100.8,88.2,8.7,7.2,35.60%,23.50%,33.30%,64.0,,17.80%,63.00%,69.7,25.1,22.30%,1.2,22.10%,31.30%,41041.0,194.0,576.0,1738.0,1223.0,442.0,644.0,529.0,1832.0,392.0,5003.0,755.0,1112.0,287.0,832.0,456.0,5172.0,140.0,170.0,271.0,548.0,269.0,641.0,166.0,1690.0,875.0,758.0,389.0,241.0,2273.0,510.0,261.0,218.0,1697.0,273.0,270.0,1329.0,330.0,150.0,248.0,416.0,162.0,188.0,0.0,2.5,0.3,2.9,7003.0,5669.0,199.0,10376.0,7204.0,3896.0,2666.0,160.0,24302.0,2641.0,2998.0,2306.0,3163.0,2551.0,1923.0,1204.0,429.0,9552.0,26767.0,,0.5
44000,RI,Rhode Island,1057315,2114630,370.0,325.3,117.5,106.6,10.1,8.6,41.10%,24.10%,30.10%,57.2,,42.00%,23.40%,79.4,29.1,14.40%,1.5,10.20%,12.60%,3912.0,10.0,59.0,117.0,105.0,76.0,52.0,67.0,187.0,35.0,305.0,71.0,107.0,38.0,73.0,63.0,615.0,20.0,19.0,20.0,51.0,21.0,68.0,11.0,189.0,66.0,76.0,28.0,15.0,260.0,16.0,19.0,21.0,229.0,29.0,16.0,110.0,31.0,11.0,10.0,40.0,24.0,17.0,,1.9,0.2,2.1,653.0,305.0,11.0,1308.0,283.0,535.0,275.0,6.0,2407.0,267.0,290.0,129.0,396.0,217.0,174.0,156.0,55.0,897.0,2581.0,,0.5
45000,SC,South Carolina,5084127,10168254,229.5,205.0,80.1,72.3,7.0,6.2,31.30%,15.20%,31.20%,43.3,30.7,123.60%,90.60%,29.7,11.0,10.20%,0.6,34.20%,46.70%,11666.0,57.0,148.0,504.0,255.0,131.0,126.0,139.0,720.0,83.0,1874.0,197.0,354.0,65.0,155.0,93.0,1264.0,83.0,66.0,66.0,153.0,72.0,154.0,42.0,599.0,251.0,280.0,141.0,57.0,783.0,90.0,90.0,80.0,440.0,69.0,62.0,321.0,84.0,49.0,68.0,143.0,49.0,51.0,0.6,1.1,0.7,2.4,2121.0,1049.0,69.0,2137.0,2341.0,1122.0,776.0,19.0,6395.0,739.0,804.0,578.0,728.0,574.0,343.0,198.0,78.0,2410.0,6452.0,,0.5
46000,SD,South Dakota,882235,1764470,240.4,219.1,92.8,84.8,9.2,8.6,31.80%,16.00%,29.90%,31.3,31.3,31.40%,85.10%,17.1,10.1,25.20%,0.6,55.70%,41.50%,2121.0,,40.0,83.0,36.0,18.0,22.0,32.0,83.0,,460.0,27.0,81.0,14.0,26.0,18.0,245.0,,,15.0,26.0,18.0,30.0,,95.0,37.0,66.0,28.0,11.0,90.0,20.0,16.0,14.0,76.0,,14.0,71.0,11.0,,10.0,25.0,,,0.2,4.3,0.2,4.8,473.0,404.0,57.0,339.0,541.0,121.0,80.0,2.0,1083.0,103.0,123.0,68.0,58.0,102.0,53.0,32.0,9.0,410.0,958.0,,0.5
47000,TN,Tennessee,6770010,13540020,253.1,225.8,85.1,77.8,8.1,7.4,30.30%,17.40%,33.30%,42.4,14.8,36.70%,69.70%,38.4,13.2,17.70%,0.9,21.10%,34.10%,17133.0,100.0,319.0,729.0,450.0,105.0,261.0,188.0,690.0,132.0,2161.0,285.0,548.0,43.0,294.0,169.0,2256.0,211.0,96.0,110.0,218.0,119.0,258.0,89.0,855.0,342.0,425.0,185.0,82.0,1084.0,122.0,135.0,107.0,567.0,122.0,99.0,581.0,109.0,48.0,101.0,213.0,77.0,87.0,0.5,1.6,0.8,2.9,5748.0,1192.0,115.0,3587.0,2486.0,1729.0,1064.0,10.0,8876.0,798.0,1173.0,853.0,832.0,995.0,649.0,442.0,145.0,4216.0,10103.0,,0.5
48000,TX,Texas,28701845,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.20%,25.90%,27.90%,28.3,24.3,55.20%,84.90%,29.9,10.1,20.80%,1.1,23.10%,59.70%,64533.0,383.0,932.0,3512.0,1410.0,647.0,816.0,857.0,3334.0,504.0,8646.0,1046.0,1785.0,381.0,1121.0,552.0,7096.0,310.0,374.0,505.0,955.0,426.0,842.0,322.0,3308.0,1265.0,1309.0,722.0,490.0,4438.0,646.0,637.0,429.0,2064.0,251.0,353.0,1952.0,382.0,188.0,336.0,698.0,299.0,221.0,0.3,1.0,1.0,2.3,9900.0,5843.0,523.0,10860.0,9612.0,6169.0,3953.0,110.0,30704.0,3026.0,3477.0,3788.0,3259.0,3128.0,2041.0,1411.0,467.0,13301.0,33898.0,,0.5
49000,UT,Utah,3161105,6322210,216.2,199.9,65.3,62.2,5.8,5.4,24.60%,9.30%,26.50%,16.6,16.6,21.50%,43.50%,26.0,8.8,6.10%,1.6,20.20%,43.80%,6833.0,34.0,100.0,439.0,108.0,61.0,85.0,116.0,427.0,35.0,997.0,104.0,182.0,26.0,91.0,50.0,515.0,45.0,34.0,58.0,57.0,48.0,94.0,38.0,339.0,176.0,183.0,91.0,53.0,482.0,108.0,72.0,51.0,211.0,45.0,36.0,190.0,37.0,48.0,33.0,71.0,21.0,17.0,0.3,1.0,0.6,1.8,1207.0,798.0,54.0,971.0,1052.0,669.0,369.0,4.0,3065.0,304.0,316.0,439.0,426.0,311.0,174.0,106.0,33.0,1587.0,3696.0,,0.5
50000,VT,Vermont,626299,1252598,367.1,322.7,130.3,121.5,11.7,9.9,41.70%,10.70%,35.70%,76.3,76.3,,50.90%,50.9,14.5,13.20%,0.7,20.40%,13.60%,2299.0,,47.0,85.0,37.0,31.0,38.0,30.0,123.0,18.0,357.0,25.0,73.0,15.0,41.0,20.0,276.0,11.0,,12.0,23.0,12.0,40.0,,104.0,39.0,47.0,21.0,15.0,156.0,16.0,,19.0,141.0,12.0,11.0,67.0,14.0,,,21.0,,,,2.1,,2.1,384.0,247.0,14.0,417.0,373.0,215.0,122.0,1.0,1128.0,192.0,137.0,113.0,90.0,108.0,64.0,39.0,14.0,453.0,1210.0,,0.5
51000,VA,Virginia,8517685,17035370,263.2,231.8,90.3,81.7,7.3,6.3,37.70%,22.00%,31.10%,43.2,25.3,46.40%,46.50%,28.8,11.2,18.40%,0.7,15.70%,31.40%,22419.0,147.0,258.0,975.0,477.0,244.0,292.0,318.0,1158.0,209.0,3014.0,363.0,623.0,136.0,310.0,196.0,2815.0,97.0,102.0,154.0,250.0,132.0,338.0,85.0,1101.0,451.0,461.0,244.0,93.0,1619.0,228.0,189.0,229.0,1001.0,117.0,99.0,686.0,137.0,55.0,94.0,247.0,95.0,96.0,0.2,1.5,0.5,2.1,4478.0,2102.0,96.0,4248.0,3729.0,2198.0,1347.0,33.0,11555.0,1303.0,1167.0,1058.0,1334.0,1160.0,680.0,362.0,197.0,4491.0,11752.0,,0.5
53000,WA,Washington,7535591,15071182,278.8,246.3,100.6,91.7,6.9,6.1,38.80%,15.30%,31.20%,24.7,17.1,97.40%,48.00%,28.5,11.6,5.40%,1.2,25.20%,42.10%,21007.0,90.0,251.0,1038.0,369.0,166.0,274.0,260.0,1082.0,146.0,3685.0,324.0,522.0,131.0,392.0,205.0,2422.0,81.0,74.0,89.0,207.0,135.0,272.0,104.0,871.0,384.0,461.0,221.0,116.0,1244.0,253.0,133.0,227.0,788.0,70.0,124.0,625.0,136.0,82.0,86.0,233.0,78.0,102.0,0.4,1.2,0.1,1.7,3037.0,1908.0,92.0,3748.0,4417.0,1786.0,939.0,29.0,10919.0,1048.0,1086.0,1300.0,1156.0,1162.0,521.0,489.0,127.0,4228.0,11117.0,,0.5
54000,WV,West Virginia,1805832,3611664,263.4,231.6,100.1,89.4,10.5,9.2,29.70%,27.50%,33.50%,89.2,89.2,13.80%,88.90%,51.8,23.0,30.20%,0.6,44.10%,30.40%,4757.0,11.0,82.0,178.0,117.0,33.0,56.0,42.0,236.0,48.0,935.0,58.0,190.0,23.0,80.0,36.0,527.0,66.0,33.0,16.0,65.0,32.0,60.0,15.0,201.0,91.0,109.0,56.0,19.0,253.0,27.0,30.0,36.0,160.0,26.0,21.0,138.0,17.0,12.0,34.0,54.0,11.0,25.0,0.4,2.8,0.7,3.8,942.0,668.0,56.0,976.0,1241.0,393.0,264.0,8.0,2882.0,245.0,325.0,228.0,368.0,243.0,148.0,100.0,50.0,1096.0,2803.0,,0.5
55000,WI,Wisconsin,5813568,11627136,264.9,238.3,94.6,86.4,7.9,7.1,35.00%,19.30%,29.20%,30.4,13.1,14.80%,70.40%,34.6,12.0,16.30%,1.1,17.90%,36.50%,15399.0,88.0,219.0,782.0,319.0,151.0,201.0,212.0,798.0,120.0,2707.0,212.0,457.0,96.0,258.0,118.0,1700.0,89.0,51.0,97.0,147.0,102.0,223.0,98.0,620.0,318.0,380.0,164.0,85.0,892.0,195.0,86.0,86.0,515.0,66.0,99.0,567.0,103.0,57.0,71.0,170.0,77.0,50.0,0.0,2.0,0.1,2.1,3041.0,1840.0,133.0,3052.0,3276.0,1343.0,812.0,15.0,8498.0,818.0,905.0,986.0,889.0,1066.0,459.0,359.0,133.0,3582.0,9197.0,,0.5
56000,WY,Wyoming,577737,1155474,207.9,199.6,79.8,76.2,10.6,10.4,26.00%,13.40%,33.60%,,,,,7.3,7.3,35.70%,,5.00%,,1201.0,,13.0,78.0,22.0,,,14.0,84.0,,296.0,13.0,61.0,,13.0,10.0,103.0,,,,,10.0,10.0,,74.0,11.0,52.0,16.0,,53.0,,,,41.0,,,42.0,,,,18.0,,,2.6,0.5,0.4,3.5,286.0,161.0,29.0,132.0,376.0,58.0,62.0,,628.0,57.0,67.0,58.0,74.0,46.0,16.0,7.0,3.0,216.0,544.0,,0.5